movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
51,Guardian Angel (1994),Action|Drama|Thriller,1994,117164,Guardian Angel,1994-11-14,"Detective-turned-bodyguard Cynthia McKay is hired by a psychotic, icy seductress, Nina Lindell, the same woman who killed McKay's lover months earlier.  With vendetta in her heart, McKay accompanies a flamboyantly playful womanizer through the glamorous world of the super-rich, as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",97,"Action, Thriller, Drama","Cynthia Rothrock, Marshall R. Teague, Daniel McVicar, Lydie Denier, John O'Leary","martial arts, helicopter, bodyguard, police officer killed, boat chase, police officer, female martial artist, female police officer, police surveillance, counterfeit money, mental hospital, murder of a police officer, jetski, corrupt cop, female bodyguard, shooting a police officer, speedboat chase, horse polo"
52,Mighty Aphrodite (1995),Comedy,1995,11448,Mighty Aphrodite,1995-09-13,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",95,"Comedy, Romance","Woody Allen, Mira Sorvino, Helena Bonham Carter, F. Murray Abraham, Donald Symington","prostitute, adoption, adoptive father, childlessness, looking for  birth parents, adoptive mother, illegal prostitution, kids"
53,Lamerica (1994),Drama,1994,49133,Lamerica,1994-09-09,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",112,Drama,"Enrico Lo Verso, Michele Placido, Piro Milkani, Carmelo Di Mazzarelli, Elida Janushi",
54,"Big Green, The (1995)",Children's|Comedy,1995,26441,The Big Green,1995-09-29,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",100,"Family, Comedy","Olivia D'Abo, Steve Guttenberg, Chauncey Leopardi, Patrick Renna, Billy L. Sullivan","sports, football (soccer), woman director"
55,Georgia (1995),Drama,1995,97406,Georgia,1995-05-19,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",115,Drama,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich, John Doe","sibling relationship, alcohol, heroin, seattle, washington, artist, singer, drugs, folk singer, sister sister relationship"
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,1995,124057,Kids of the Round Table,1995-12-15,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",89,"Family, Fantasy, Comedy, Adventure","Johnny Morina, Malcolm McDowell, Maggie Castle, James Rae, Michael Ironside","sword, king arthur, excalibur"
57,Home for the Holidays (1995),Drama,1995,9089,Home for the Holidays,1995-11-02,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",103,"Comedy, Drama, Romance","Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott","generations conflict, baltimore, usa, thanksgiving, family clan, family conflict, woman director, christmas"
58,"Postino, Il (The Postman) (1994)",Drama|Romance,1994,11010,The Postman,1994-04-07,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,109,"Comedy, Drama, Romance","Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti","island, fisherman, letter, postman, poet, naples, italy, love, poverty"
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,1995,99040,The Confessional,1995-09-29,"Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",100,"Thriller, Drama, Mystery","Lothaire Bluteau, Patrick Goyette, Jean-Louis Millette, Kristin Scott Thomas, Ron Burrage",
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,1995,11359,The Indian in the Cupboard,1995-07-14,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,96,"Adventure, Family, Fantasy","Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat","based on novel or book, cupboard, puppet, based on children's book, game, parallel world, toy comes to life, toy soldier"
61,Eye for an Eye (1996),Drama|Thriller,1996,17182,Eye for an Eye,1996-01-12,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",101,"Thriller, Drama","Sally Field, Kiefer Sutherland, Ed Harris, Beverly D'Angelo, Charlayne Woodard","rape, gun, self-defense, rape and revenge, grieving parents"
62,Mr. Holland's Opus (1995),Drama,1995,2054,Mr. Holland's Opus,1995-12-29,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",143,"Drama, Music","Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis, William H. Macy","high school, husband wife relationship, composer, music teacher, mentor, deaf-mute, portland, oregon, marching band, teacher student relationship, high school teacher, disabled, teaching, retirement party, sign languages, forced retirement, 1960s, 1990s, father son relationship, inspiring teacher"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,1996,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",89,"Comedy, Crime","Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer, Vivica A. Fox","hip-hop, slang, date, gangster, cousin, parody, social satire, hood, gang, racism, satirical"
64,Two if by Sea (1996),Comedy|Romance,1996,19760,Two If by Sea,1996-01-12,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",96,"Comedy, Romance","Sandra Bullock, Denis Leary, Yaphet Kotto, Stephen Dillane, Tracey Cherelle Jones","island, boston, massachusetts, car thief, painting, romcom, rhode island, thief, mansion, art thief, new england, art theft, stealing a car, seasickness, squatting, 1990s, stolen car, fbi agent, criminals"
65,Bio-Dome (1996),Comedy,1996,9536,Bio-Dome,1996-01-12,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",95,Comedy,"Pauly Shore, Stephen Baldwin, William Atherton, Joey Lauren Adams, Teresa Hill","pollution, biotope, vegetarian, biosphere"
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1996,11525,Lawnmower Man 2: Beyond Cyberspace,1996-01-12,"After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobe’s plan to launch a new world order using Walker’s tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",92,"Science Fiction, Horror, Action, Thriller","Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget, Camille Cooper","computer, hacker, virtual reality, technology, sword fight, revenge, cyberpunk, scientist, cyberspace, surveillance, based on short story, world domination, supernatural power"
67,Two Bits (1995),Drama,1995,40628,Two Bits,1995-10-22,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",85,"Drama, Family","Jerry Barone, Al Pacino, Mary Elizabeth Mastrantonio, Joe Grifasi, Geoff Pierson",
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,4482,French Twist,1995-01-18,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",95,"Comedy, Romance","Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado, Catherine Hiegel","estate agent, van, love triangle, southern france, menage a trois, polyamory, woman director"
69,Friday (1995),Comedy,1995,10634,Friday,1995-04-26,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",91,"Comedy, Drama","Ice Cube, Chris Tucker, Nia Long, Tommy Lister Jr., John Witherspoon","drug dealer, rap music, parent child relationship, rapper, male friendship, urban life, slacker, pot smoking, bully, marijuana, los angeles, california, drugs"
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1996,755,From Dusk Till Dawn,1996-01-19,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",108,"Horror, Action, Thriller, Crime","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu","dancing, showdown, sheriff, sibling relationship, vampire, bank robber, holy water, siege, stripper, priest, bank robbery, preacher, hostage situation, crucifix, recreational vehicle, mexican american border, female stripping, boa constrictor, loss of faith, foot fetish, killer on the run, barefoot, witty"
